song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream
Irandu Kanngal,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,04:39,Tamil,01-05-2018,0.86,0.25,0.091,0.4,-7.404,0.0244,152.06,0,11,0.06,4,37,9128770
Kan Kavarum Silaiye,T.M. Soundararajan,/artist/tm-soundararajan,03:25,Tamil,05-09-2009,0.73,0.364,0.999,0.742,-4.183,0.02,120.977,1,1,0.0531,4,55,10521502
Enakkoru Makan,T.M. Soundararajan,/artist/tm-soundararajan,04:07,Tamil,10-02-2021,0.79,0.64,0.647,1,-13.276,0.06,159.995,0,8,0.058,4,31,9698510
Azhagirukkuthu,T.M. Soundararajan|Sirkazhi Govindarajan,/artist/tm-soundararajan|/artist/sirkazhi-govindarajan,03:18,Tamil,08-07-2010,0.65,0.711,0.196,0.699,-10.415,0.07,121.023,1,1,0.06,4,41,553417
Pattu Selai Kaatthaada,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:03,Tamil,04-07-2003,0.21,0.92,0.74,0.7,-6.237,0.05,124.818,0,2,0.06,4,35,4379686
Aadaram Endrum Neethaane,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,03:19,Tamil,02-01-2015,0.03,0.134,0.534,0.46,-8.74,0.025,147.059,0,7,0.0388,4,61,621647
Adi Aadu,Malaysia Vasudevan|Chorus,/artist/malaysia-vasudevan|/artist/chorus,04:38,Tamil,10-12-2023,0.75,0.27,0.401,0.7,-5.04,0.032,138.193,1,8,0.02,4,59,1643244
Vazhkai Oru,Malaysia Vasudevan,/artist/malaysia-vasudevan,04:34,Tamil,10-11-2018,0.76,0.099,0.062,0.073,-9.586,0.09,111.857,1,2,0.0365,4,89,254440
Mundahakkanniyamma,L.R. Eswari,/artist/lr-eswari-2,03:38,Tamil,02-12-2022,0.06,0.88,0.826,0.2,-4.289,0.042,133.99,1,9,0.02,4,92,3488354
Nalla Naal,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,04:01,Tamil,06-09-2015,0.38,0.645,0.837,0.644,-5.27,0.042,180.068,0,4,0.03,4,48,3119465
Achuvella Pechukari,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:15,Tamil,01-03-2023,0.14,0.96,0.463,0.1,-7.31,0.03,133.922,0,4,0.0653,4,59,7277939
Vannakkili,P Suhseela|T M S Selvakumar,/artist/p-suhseela|/artist/t-m-s-selvakumar,03:43,Tamil,05-09-2008,0.17,0.435,0.199,0.375,-9.601,0.0204,160.049,1,2,0.02,4,42,1206834
Aadhi Thiruvaarthai,Helen Satya|Betty Prince,/artist/helen-satya|/artist/betty-prince,06:12,Tamil,05-07-2005,0.59,0.54,0.331,0.4,-8.167,0.013,151.098,1,1,0.077,4,91,147046
Thenandal,P Suhseela,/artist/p-suhseela,05:16,Tamil,05-08-2005,0.43,0.028,0.639,0.197,-5.85,0.008,140.045,0,8,0.016,4,60,4213739
Varanamayiram,Vani Jairam,/artist/vani-jayaram,01:41,Tamil,10-04-2002,0.94,0.87,0.983,0.3,-5.53,0.0174,131.977,1,8,0.0313,4,33,7415478
Enna Solla,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:02,Tamil,11-05-2010,0.82,0.402,0.392,0.624,-3.146,0.1,191.998,1,2,0.08,4,36,6194936
Ninaiththen Vanthai,P Suhseela|T M S Selvakumar,/artist/p-suhseela|/artist/t-m-s-selvakumar,05:23,Tamil,07-03-2011,0.71,0.37,0.946,0.8,-4.269,0.05,131.932,1,1,0.013,4,28,10145063
Araro Thai Pada,K J Yesudas,/artist/k-j-yesudas,02:20,Tamil,09-02-2001,0.93,0.336,0.038,0.491,-3.475,0.01,127.984,1,11,0.0353,4,97,3782644
Muthupole,Sirkazhi Govindarajan|Rajalakshmi,/artist/sirkazhi-govindarajan|/artist/rajalakshmi,03:03,Tamil,01-08-2005,0.71,0.46,0.041,0.9,-5.524,0,163.996,1,1,0.07,4,67,5419353
En Kadhhal Kannmani,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:33,Tamil,07-04-2016,0.75,0.612,0.507,0.987,-12.203,0.0998,195.958,1,8,0.0419,4,38,6599851
Inba Elai Kaanum Neram,S. Janaki|P.B. Sreenivas,/artist/s-janaki|/artist/pb-sreenivas,03:21,Tamil,02-02-2006,0.63,0.64,0.675,0.9,-12.919,0.0658,162.112,0,9,0.0932,4,92,10767308
Arbhi Kadal,Ramanathapuram S.S.A.Wahid,/artist/ramanathapuram-ssawahid,06:27,Tamil,09-01-2017,0.01,0.517,0.337,0.401,-5.491,0.0723,163.71,1,9,0.0917,4,45,5980267
Abhisheka,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:23,Tamil,04-02-2010,0.71,0.57,0.069,0.7,-6.787,0.08,120.055,1,8,0.0154,4,59,456431
Nalla Manam Vaazhga,K J Yesudas,/artist/k-j-yesudas,03:26,Tamil,05-07-2013,0.8,0.95,0.44,0.21,-8.309,0.03,109.987,0,2,0.02,4,69,7971355
Nenjam Marappathillai (Female),P. Susheela,/artist/p-suseela-2,04:23,Tamil,08-12-2002,0.03,0.59,0.124,0.9,-2.751,0.0707,144.946,1,8,0.02,4,55,4542280
Nee Aada Aada Azhagu,T.M. Soundararajan,/artist/tm-soundararajan,03:25,Tamil,12-06-2001,0.76,0.441,0.192,0.802,-5.881,0.009,173.849,1,5,0.0066,4,76,2161463
Sevvaaname,K J Yesudas|S. P. Sailaja,/artist/k-j-yesudas|/artist/s-p-sailaja-2,04:19,Tamil,10-01-2022,0.2,0.37,0.699,0.7,-3.289,0.068,111.482,1,8,0.09,4,35,10261533
Purusha Manaivi,Rajkumar Bharathi,/artist/rajkumar-bharathi,04:03,Tamil,01-03-2014,0.24,0.531,0.3,0.222,-4.962,0.0528,149.994,0,11,0.03,4,85,1863248
Amma Unathu Arputhangal,Vani Jairam,/artist/vani-jayaram,04:36,Tamil,03-01-2006,0.05,0.19,0.739,0.5,-8.358,0.05,160.14,1,0,0.019,4,25,9587433
Kirupaiyidhe,V. Nataraja Mudaliar|Chorus,/artist/v-nataraja-mudaliar-1|/artist/chorus,03:13,Tamil,08-11-2008,0.08,0.373,0.696,0.667,-12.468,0.0871,200.01,1,7,0.09,4,94,1358612
Mappilai Ragasiyam,P. Susheela,/artist/p-suseela-2,03:27,Tamil,05-03-2013,0.41,0.07,0.019,0.5,-12.2,0.03,179.934,1,1,0.022,4,76,1355742
Velli Chalangai,T M S Selvakumar|P Suhseela,/artist/t-m-s-selvakumar|/artist/p-suhseela,04:40,Tamil,02-01-2002,0.12,0.237,0.939,0.818,-8.868,0.031,130.043,1,2,0.013,4,47,131084
Aval Melai Sirithaal,P. Susheela,/artist/p-suseela-2,03:57,Tamil,07-03-2015,0.89,0.2,0.28,0.7,-4.716,0.036,144.819,0,6,0.0164,4,52,3417273
Kaadal Vila,Mano|Swarnalatha,/artist/mano|/artist/swarnalatha,04:00,Tamil,12-05-2000,0.38,0.258,0.004,0.045,-4.862,0.08,187.816,0,4,0.098,4,53,11349408
Un Vizhi Sollum Siru Kathai Ondru,Vani Jairam|P. Jayachandran,/artist/vani-jayaram|/artist/p-jayachandran-1,04:23,Tamil,10-03-2002,0.4,0.88,0.229,0.6,-10.378,0.04,179.986,0,1,0.06,4,75,1965853
Pon Veenaiye,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,05:14,Tamil,12-04-2001,0.22,0.587,0.042,0.963,-12.386,0.054,205.062,1,6,0.0486,4,73,70787
Welcome,L.R. Eswari,/artist/lr-eswari-2,04:42,Tamil,04-03-2001,0.37,0.99,0.404,0.1,-11.035,0.056,117.943,1,9,0.005,4,63,11016060
Kappalukku Pona,A.R. Sheik Mohammed,/artist/ar-sheik-mohammed,06:20,Tamil,08-11-2007,0.81,0.81,0.56,0.125,-13.144,0.0294,167.604,1,2,0.06,4,79,9538024
Vaanam Engay,S. Janaki|P. Jayachandran,/artist/s-janaki|/artist/p-jayachandran-1,04:38,Tamil,05-03-2004,0.02,0.1,0.206,0.5,-7.894,0.0436,152.198,1,9,0.0768,4,79,3737661
Odi Vilayadupara,Saibaba|K J Yesudas,/artist/saibaba|/artist/k-j-yesudas,04:59,Tamil,02-02-2009,0.28,0.22,0.708,0.402,-10.749,0,175.91,1,2,0.0299,4,32,637945
Unnaikkandu Naan Vaada Pathos,A. M. Rajah,/artist/a-m-rajah-1,04:07,Tamil,04-03-2012,0.4,0.67,0.725,1,-8.215,0.0769,150.073,1,1,0.0344,4,34,8737715
Oru Pakkam,T.M. Soundararajan,/artist/tm-soundararajan,03:39,Tamil,04-12-2003,0.25,0.862,0.636,0.669,-13.68,0.07,149.996,0,10,0.065,4,75,664187
Amma Amma,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:28,Tamil,06-12-2002,0.41,0.58,0.842,0.8,-10.299,0.02,150.008,0,5,0.01,4,62,10670698
Kannukkenna Summa Summa,L.R. Eswari,/artist/lr-eswari-2,03:11,Tamil,04-02-2011,0.55,0.7,0.696,0.309,-13.454,0.0816,148.006,0,6,0.001,4,74,9963301
Padagu Veedugalil,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:46,Tamil,12-01-2018,0.89,0.45,0.647,0.1,-9.221,0.08,132.019,1,9,0.056,4,44,5425230
Idhuthaan Ulagama,P. Susheela,/artist/p-suseela-2,03:31,Tamil,11-11-2002,0.34,0.753,0.804,0.907,-10.524,0.0664,207.948,1,1,0.01,4,95,4298100
Arul Makkaavin,S.Sarala,/artist/ssarala,04:15,Tamil,03-02-2013,0.45,0.87,0.013,0.4,-11.648,0.0838,202.006,0,7,0.073,4,70,5920006
Odivaa Muruga,Dr. Seerkazhi G. Sivachidambaram,/artist/dr-seerkazhi-g-sivachidambaram-35,02:47,Tamil,07-11-2012,0.25,0.745,0.084,0.264,-13.004,0.091,190.94,1,0,0.05,4,88,1997998
Seetha Kalyanam - Part 1,Kripanandavariar,/artist/kripanandavariar,22:26,Tamil,01-09-2006,0.27,0.02,0.995,0.8,-7.921,0.097,180.165,1,9,0.076,4,80,10763116
Kartharai Nan Ekkalathilume,Bharathi Paul,/artist/bharathi-paul,03:09,Tamil,12-01-2014,0.31,0.568,0.489,0.551,-3.817,0.088,129.937,1,8,0.0924,4,91,7812933
Ennai Muthal,S. Janaki|T.M. Soundararajan,/artist/s-janaki|/artist/tm-soundararajan,03:56,Tamil,05-04-2011,0.13,0.23,0.514,0.9,-6.188,0.0237,145.025,1,1,0.003,4,62,10632989
Nallavane Nallapadi Nee Vazhanum,T.M. Soundararajan|M. R. Vijaya|Sri Pathi,/artist/tm-soundararajan|/artist/m-r-vijaya-1|/artist/sri-pathi,05:00,Tamil,05-12-2001,0.68,0.623,0.15,0.441,-2.054,0.056,126.94,0,1,0.0852,4,65,4204277
Oru Varthai Sollu,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,04:33,Tamil,07-04-2015,0.52,0.19,0.293,0.8,-10.118,0.09,149.86,1,1,0.059,4,85,5178865
Neethaan Mechikollavendum (Nadhaswaram),Pandanallur T.R.D.Anandakumar,/artist/pandanallur-trdanandakumar,10:04,Tamil,03-12-2011,0.93,0.354,0.665,0.907,-2.426,0.0385,108.048,0,1,0.0599,4,54,8179506
Mangayar Mugathile,Jamuna Rani|P. Susheela,/artist/jamuna-rani|/artist/p-suseela-2,04:45,Tamil,07-03-2002,0.51,0.15,0.176,0.3,-12.722,0.0011,190.036,1,8,0.001,4,50,10180044
Nenachathellaam Nadkapore,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,03:01,Tamil,10-08-2020,0.09,0.312,0.487,0.939,-12.761,0.08,136.97,0,0,0.0163,4,98,1323417
Kikku Kikku,Various,/artist/various,05:02,Tamil,02-12-2009,0.4,0.46,0.688,1,-3.553,0.0028,160.03,0,6,0.04,4,57,3163106
Maruthamalai Meethiley,P Suhseela|T M S Selvakumar,/artist/p-suhseela|/artist/t-m-s-selvakumar,08:32,Tamil,07-04-2006,0.53,0.926,0.206,0.402,-7.397,0.0336,120.001,1,1,0.005,4,70,7605295
Kaatchiyum Neethaan,S. Janaki|T. R. Mahalingam,/artist/s-janaki|/artist/t-r-mahalingam-1,03:02,Tamil,07-06-2004,0.96,0.55,0.196,0.1,-11.404,0.0539,110.018,1,3,0.02,4,78,6262478
Manamagale - Instrumental,T. E. Palanisami,/artist/t-e-palanisami-1,03:13,Tamil,02-11-2008,0.01,0.843,0.445,0.665,-2.702,0.08,139.951,0,3,0.074,4,72,6238690
Thavamirunthaalum,P. Susheela,/artist/p-suseela-2,03:13,Tamil,06-02-2004,0.59,0.96,0.525,0.2,-6.554,0.07,151.816,1,4,0.036,4,83,9847953
Panchasurangale Indolam,P. Susheela,/artist/p-suseela-2,04:04,Tamil,10-09-2015,0.38,0.012,0.919,0.908,-7.618,0.093,130.075,1,1,0.0573,4,45,5611451
Oru Nilla,Mano,/artist/mano,03:50,Tamil,01-04-2009,0.3,0.53,0.443,0.5,-12.838,0.05,110.116,0,0,0.0817,4,66,10951125
Paavai Nee Malaigai Paal Nila,Vani Jairam|P. Jayachandran,/artist/vani-jayaram|/artist/p-jayachandran-1,04:28,Tamil,03-05-2021,0.33,0.532,0.405,0.137,-4.656,0.01,119.986,1,8,0.04,4,51,9714506
Pan Paadum Paravaiye,P. Susheela,/artist/p-suseela-2,03:23,Tamil,08-11-2010,0.33,0.57,0.577,0.8,-10.943,0.08,160.032,0,5,0.0736,4,44,1885007
Rozi My Name Is Rozi,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,06:02,Tamil,01-03-2015,0.38,0.58,0.63,0.325,-5.736,0.02,168.016,1,2,0.08,4,84,3671118
Paattu Padava,M.S. Naseem,/artist/ms-naseem,03:51,Tamil,08-10-2011,0.95,0.96,0.746,0.7,-10.469,0.0624,140.001,0,6,0.07,4,63,3066115
Adho Vaanile,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:15,Tamil,03-04-2019,0.1,0.301,0.553,0.26,-2.178,0.04,130.021,1,6,0.01,4,53,7185980
Sugam Sugam,P. Susheela,/artist/p-suseela-2,03:09,Tamil,08-05-2002,0.88,0.88,0.292,0.9,-6.032,0.0045,145.284,0,10,0.026,4,30,4857977
Kandaalum,L.R. Eswari|Sirkazhi Govindarajan,/artist/lr-eswari-2|/artist/sirkazhi-govindarajan,04:57,Tamil,10-08-2018,0.18,0.199,0.907,0.351,-12.33,0.0658,118.079,1,10,0.047,4,71,990183
Ore Mugam,S. P. Sailaja,/artist/s-p-sailaja-2,04:17,Tamil,10-03-2011,0.9,0.37,0.341,0.6,-2.127,0.0019,125.975,1,2,0.043,4,63,1472470
Veleduthu,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,04:30,Tamil,09-09-2017,0.94,0.994,0.075,0.169,-13.063,0.08,140.134,1,1,0.07,4,35,5013871
Maname Muruganin,radha jaya lakshmi,/artist/radha-jaya-lakshmi,03:48,Tamil,09-12-2011,0.16,0.09,0.331,0.3,-12.04,0.05,169.741,0,6,0.05,4,82,10700437
Naan Oru,T M S Selvakumar,/artist/t-m-s-selvakumar,04:24,Tamil,08-11-2012,0.61,0.874,0.822,0.129,-11.164,0.0089,131.941,1,7,0.018,4,85,4547694
Vaanam Engal Ellai,Malaysia Vasudevan|K. S. Chithra,/artist/malaysia-vasudevan|/artist/chitra,04:40,Tamil,12-01-2005,0.41,0.7,0.469,0.2,-2.19,0.09,138.022,1,1,0.07,4,47,2356064
Title Music (Kaadu),Shankar Ganesh,/artist/shankar-ganesh,02:26,Tamil,09-03-2007,0.95,0.632,0.313,0.153,-2.266,0.02,115.044,0,9,0.1,4,59,6041100
Kaalangalili Avval,A. M. Rajah,/artist/a-m-rajah-1,03:15,Tamil,04-02-2016,0.95,0.79,0.638,0.3,-3.229,0.0381,140.033,1,2,0.0965,4,100,1231416
Veeru Idam Thedi,Vani Jairam,/artist/vani-jayaram,03:16,Tamil,03-09-2017,0.75,0.33,0.559,0.849,-12.495,0.006,167.017,0,0,0.0309,4,55,3786324
Andru Oomai,P Suhseela,/artist/p-suhseela,07:05,Tamil,08-08-2021,0.28,0.33,0.487,0,-8.69,0.077,142.023,1,7,0.06,4,43,9610633
Ponnukkenna Azhagu,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,04:31,Tamil,10-06-2008,0.89,0.567,0.829,0.857,-11.022,0.025,164.058,0,1,0.07,4,99,8621119
Life Is Funny,Anuradha Paudwal|S. P. Balasubrahmanyam,/artist/anuradha-paudwal-2|/artist/s-p-balasubrahamanyam,05:02,Tamil,09-12-2009,0.07,0.86,0.927,0.9,-2.779,0.08,140.078,1,4,0.046,4,47,5960928
Sokku Podi Potta,S. Janaki|T.M. Soundararajan,/artist/s-janaki|/artist/tm-soundararajan,03:12,Tamil,07-04-2002,0.16,0.974,0.322,0.816,-5.377,0.076,140.025,0,5,0.0782,4,100,4802413
Palanaal Aasai,P Suhseela|Malaysia Vasudevan,/artist/p-suhseela|/artist/malaysia-vasudevan,04:28,Tamil,03-04-2018,0.52,0.98,0.706,0,-3.868,0.1,139.923,1,1,0.09,4,78,10545817
Naadu Athai Naadu,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,05:12,Tamil,06-07-2022,0.93,0.711,0.682,0.026,-6.059,0.095,150.118,1,1,0.0331,4,98,9171180
Kaaveri Karaiyirukku,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:05,Tamil,04-07-2014,0.45,0.85,0.493,0.8,-8.774,0.0508,200.112,1,5,0.015,4,71,1357130
Unnai Thotta Katru,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:08,Tamil,09-11-2022,0.74,0.125,0.365,0.608,-5.28,0.019,152.776,1,5,0.08,4,96,8999213
Ehe Hey,Various,/artist/various,00:35,Tamil,02-04-2022,0.76,0.19,0.325,0.3,-8.962,0.0782,186.046,0,5,0.074,4,32,661745
Uruvera,Dharmapuram P Swaminathan,/artist/dharmapuram-p-swaminathan,06:48,Tamil,09-08-2023,0.15,0.244,0.897,0.266,-2.602,0.059,170.193,1,9,0.01,4,95,5238585
Thedralil Aadum,Vani Jairam|K J Yesudas,/artist/vani-jayaram|/artist/k-j-yesudas,04:26,Tamil,12-02-2002,0.03,0.56,0.199,0.7,-5.088,0.0361,171.332,0,2,0.0948,4,80,3903806
Chittukkuruvikkenna,P. Susheela,/artist/p-suseela-2,04:29,Tamil,12-01-2001,0.88,0.503,0.588,0.075,-4.064,0.02,157.016,1,2,0.018,4,82,941428
Aadi Pizhaitthalum,P Leela,/artist/p-leela,03:18,Tamil,04-07-2001,0.32,0.99,0.164,0.7,-9.163,0.059,143.048,1,2,0.0571,4,53,5546272
Mathura Nagaril,P.B. Sreenivas|P. Susheela,/artist/pb-sreenivas|/artist/p-suseela-2,05:37,Tamil,08-04-2020,0.15,0.801,0.887,0.733,-5.215,0.026,155.001,1,0,0.062,4,31,11299452
Manadil Urudhi Vendum,B. Neeraja,/artist/b-neeraja-1,01:46,Tamil,10-06-2008,0.6,0.57,0.17,0.4,-3.891,0.0961,129.944,1,2,0.0583,4,95,284352
Nadhikkarai,S. P. Sailaja|K J Yesudas,/artist/s-p-sailaja-2|/artist/k-j-yesudas,04:24,Tamil,06-05-2000,0.81,0.447,0.732,0.971,-9.786,0,190.058,0,1,0.0394,4,44,2688756
Mogam Pirandhadhamma,T.M. Soundararajan,/artist/tm-soundararajan,05:33,Tamil,03-03-2008,0.33,0.33,0.583,0.8,-6.593,0,126.366,1,1,0.0099,4,42,8166501
Adangoppuraana,T.M. Soundararajan,/artist/tm-soundararajan,03:01,Tamil,02-07-2022,0.66,0.565,0.759,0.851,-6.37,0.07,115.031,0,5,0.0469,4,76,2217111
Ezhattu Naala,T. K. S. Natarajan|Kumudha Mani,/artist/t-k-s-natarajan-1|/artist/kumudha-mani,04:00,Tamil,10-01-2013,0.07,0.2,0.893,0.5,-11.977,0.02,196.06,1,11,0.036,4,54,3569765
Pazhanimalai Meethiley,K B Sundarambal,/artist/k-b-sundarambal,02:41,Tamil,04-06-2008,0.11,0.879,0.522,0.141,-7.976,0.0126,142.948,1,5,0.09,4,28,7359264
Soorai Kaatril,Ilaiyaraaja,/artist/iiaiyaraaja,04:12,Tamil,02-09-2013,0.77,0.49,0.361,0.2,-4.751,0.1,105.028,0,2,0.022,4,84,3558178
Nattu Nattu,Malaysia Vasudevan,/artist/malaysia-vasudevan,04:21,Tamil,07-12-2017,0.99,0.945,0.377,0.391,-12.431,0.02,139.989,1,11,0.088,4,97,4581223
Sorgathai Theduvom,T.M. Soundararajan,/artist/tm-soundararajan,03:54,Tamil,03-12-2020,0.08,0.79,0.833,0.8,-7.895,0.07,141.944,1,1,0.0526,4,54,596920
Naan Unai,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,04:03,Tamil,04-04-2002,0.59,0.298,0.932,0.621,-9.825,0.099,145.987,1,0,0.07,4,98,9684016
Vaanukku Thanthai,S. P. Balasubrahmanyam|L.R. Eswari,/artist/s-p-balasubrahamanyam|/artist/lr-eswari-2,04:21,Tamil,10-01-2009,0.32,0.21,0.799,0,-12.941,0.08,139.984,0,10,0.075,4,96,3333424
Samiyoda,Malasiya Vasudeva Chorus,/artist/malasiya-vasudeva-chorus,03:15,Tamil,09-05-2007,0.75,0.555,0.022,0.391,-11.825,0.074,123.441,1,0,0.009,4,42,4364989
Pethaalum Pethaney,Ilaiyaraaja|S. P. Sailaja,/artist/iiaiyaraaja|/artist/s-p-sailaja-2,04:13,Tamil,03-04-2001,0.99,0.03,0.122,0.6,-2.382,0.086,127.003,1,9,0.0427,4,57,10485310
Aalilayil,Uma Raman,/artist/uma-raman,03:43,Tamil,06-08-2016,0.22,0.154,0.381,0.344,-6.61,0.06,170.188,1,1,0.029,4,36,547342
Avala Sonnaal,T.M. Soundararajan,/artist/tm-soundararajan,03:32,Tamil,04-11-2019,0.42,0.6,0.845,0.2,-8.733,0.05,148.017,1,8,0.04,4,35,4792236
Paarkadal Alaimele,M.L. Vasanthakumari,/artist/ml-vasanthakumari,08:09,Tamil,10-02-2014,0.81,0.142,0.682,0.344,-6.953,0.03,202.044,0,1,0.04,4,44,7684653
Yezhisai Geethamea enakkoru,K J Yesudas,/artist/k-j-yesudas,04:07,Tamil,10-07-2011,0,0.62,0.845,0.6,-11.283,0.069,159.902,1,8,0.0218,4,68,8111494
Paarthu sirikithu Bommai,Vani Jairam,/artist/vani-jayaram,04:28,Tamil,11-01-2013,0.42,0.615,0.107,0.346,-10.165,0.0849,155.02,1,8,0.07,4,37,3159816
Aasaivacha,P. Susheela|Ashoke,/artist/p-suseela-2|/artist/ashoke,04:30,Tamil,04-04-2002,0.8,0.26,0.488,0.9,-9.519,0.063,145.059,0,11,0.0393,4,98,4896738
Paarkka Ninaichchen,Vani Jairam|S. P. Balasubrahmanyam,/artist/vani-jayaram|/artist/s-p-balasubrahamanyam,03:34,Tamil,10-09-2016,0.81,0.489,0.828,0.514,-12.268,0.08,113.443,1,11,0.017,4,91,9168854
Than Vaanathai,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,05:05,Tamil,09-03-2006,0.56,0.89,0.553,0.6,-6.501,0.002,163.054,0,6,0.006,4,31,4812526
Velli Nila Vaanathile,P. Susheela,/artist/p-suseela-2,03:13,Tamil,08-04-2015,0.99,0.96,0.26,0.2,-8.462,0.0028,200.142,1,6,0.0417,4,64,6270206
Kutthadi Kutthadi,Malaysia Vasudevan,/artist/malaysia-vasudevan,04:45,Tamil,08-03-2005,0.04,0.02,0.029,0.3,-7.446,0.03,183.866,0,1,0.05,4,78,6924909
Sindhu Nadhi Karai Oram,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:39,Tamil,04-12-2015,0.81,0.561,0.918,0.774,-8.329,0.0297,173.521,0,5,0.09,4,54,4946381
Purapadadaa Thambi,T.M. Soundararajan,/artist/tm-soundararajan,03:51,Tamil,08-06-2022,0.17,0.91,0.339,0.5,-13.621,0.055,193.968,0,11,0.0101,4,68,11017938
Angamithu,A.L. Raghavan,/artist/al-raghavan-1,03:32,Tamil,11-12-2023,0.16,0.637,0.71,0.956,-4.188,0.1,179.985,0,11,0,4,39,6984268
Maariyathu Nenjam,P. Susheela,/artist/p-suseela-2,04:02,Tamil,05-09-2020,0.72,0.17,0.775,0,-10.599,0.1,180.506,1,1,0.0656,4,81,7429955
Muthu Mani,Vani Jairam,/artist/vani-jayaram,02:47,Tamil,12-04-2017,0.21,0.061,0.812,0.644,-4.09,0.0157,162.984,1,8,0.073,4,29,6127264
Kaatturani Kottayile,P. Susheela,/artist/p-suseela-2,03:35,Tamil,12-05-2014,0.26,0.19,0.166,0.7,-6.592,0.034,107.815,1,2,0.0278,4,87,10681558
Kizhakkupparavai,T M S Selvakumar,/artist/t-m-s-selvakumar,04:14,Tamil,05-06-2007,0.72,0.172,0.798,0.901,-2.547,0.0493,195.98,1,2,0.0243,4,84,10690627
Sabarimalai Yathrai,K. Veeramani,/artist/k-veeramani-1,06:37,Tamil,01-12-2015,0.91,0.21,0.605,0.3,-5.139,0.01,115.962,1,8,0.007,4,42,447990
Idazho Rame,Deepan Chakravarthy|Vani Jairam,/artist/deepan-chakravarthy|/artist/vani-jayaram,04:43,Tamil,03-11-2012,0.67,0.215,0.911,0.417,-2.167,0.0111,157.974,0,11,0.0739,4,78,3101952
Padum Baktha Meera - Bit,K. S. Chithra,/artist/chitra,00:55,Tamil,04-08-2019,0.59,0.43,0.101,0.5,-12.207,0.01,189.954,1,7,0.006,4,29,2895319
Chera Chozha Pandian,L.R. Eswari|P. Madhuri,/artist/lr-eswari-2|/artist/p-madhuri-1,04:48,Tamil,12-12-2020,0.41,0.217,0.299,0.302,-6.762,0.0247,127.995,0,7,0.087,4,60,2527180
Kangalin Vaarthaigal,A. M. Rajah|P. Susheela,/artist/a-m-rajah-1|/artist/p-suseela-2,03:37,Tamil,09-03-2004,0.75,0.76,0.259,0.1,-8.245,0.05,119.903,1,5,0.012,4,61,8014222
Thanga Therodum,T.M. Soundararajan|Sirkazhi Govindarajan,/artist/tm-soundararajan|/artist/sirkazhi-govindarajan,05:23,Tamil,02-10-2015,0.97,0.989,0.144,0.928,-3.309,0.09,181.876,0,5,0.05,4,66,106182
Allavaithozhuthale,P. Susheela|Nagoor M. M. Yoosuff,/artist/p-suseela-2|/artist/nagoor-m-m-yoosuff-1,03:14,Tamil,12-06-2022,0.57,0.3,0.517,0.8,-4.908,0.0396,138.034,0,7,0.068,4,28,11376321
Vaada Vattudhu,Ilaiyaraaja,/artist/iiaiyaraaja,04:06,Tamil,01-12-2013,0.49,0.694,0.956,0.845,-9.35,0.022,127.018,0,9,0.08,4,49,2058400
Oomai Penn Oru,P. Susheela,/artist/p-suseela-2,03:22,Tamil,10-06-2015,0.25,0.76,0.96,0,-2.459,0.032,148.033,0,9,0.068,4,94,9406703
Malligai Poo,Jamuna Rani,/artist/jamuna-rani,03:16,Tamil,11-10-2020,0.82,0.672,0.731,0.897,-12.414,0.0619,149.995,0,1,0.02,4,64,10468834
